,record_name,ref_code,ref_name,ref_unit
450,"Брус 50-100-6м пиломатериал обрезной из ели, консервированный, антисептированный",16.22.10.000.11.1.01.04-1130-000,"Доска обрезная шпунтованная хвойных пород (ель, сосна), сухая, длина 2-6,5 м, ширина до 200 мм, толщина 50 мм, сорт I",м3
451,Доска профилированная 50x200 (шт) 6м,16.22.10.000.11.1.01.04-1130-000,"Доска обрезная шпунтованная хвойных пород (ель, сосна), сухая, длина 2-6,5 м, ширина до 200 мм, толщина 50 мм, сорт I",м3
452,"Доска профилированная обрезная 25x150мм 6м (0,0225 м3)",16.22.10.000.11.1.01.04-1130-000,"Доска обрезная шпунтованная хвойных пород (ель, сосна), сухая, длина 2-6,5 м, ширина до 200 мм, толщина 50 мм, сорт I",м3
453,150х20х6000 доска,16.22.10.000.11.1.01.04-1130-000,"Доска обрезная шпунтованная хвойных пород (ель, сосна), сухая, длина 2-6,5 м, ширина до 200 мм, толщина 50 мм, сорт I",м3
454,Доска 25mm х 150mm х 6000mm,16.22.10.000.11.1.01.04-0009-000,"Доска террасная вельвет из лиственницы, толщина 27 мм, ширина 140-190 мм, длина 2-4 м, сорт А",м3
455,Воздушный клапан с площадкой под эл.привод КВК-100М Арктос,28.14.11.121.19.3.01.01-0001-000,"Дроссель-клапан в обечайке с сектором управления из тонколистовой оцинкованной и сортовой стали, круглый, диаметр 280 мм",шт
456,Воздушный клапан для круглых каналов КВК-100Р Арктос,28.14.11.121.19.3.01.01-0001-000,"Дроссель-клапан в обечайке с сектором управления из тонколистовой оцинкованной и сортовой стали, круглый, диаметр 280 мм",шт
457,Воздушный клапан для круглых каналов КВК-125Р Арктос,28.14.11.121.19.3.01.01-0001-000,"Дроссель-клапан в обечайке с сектором управления из тонколистовой оцинкованной и сортовой стали, круглый, диаметр 280 мм",шт
458,Клапан воздушный с площадкой под электропривод КВК 125-D,28.14.11.121.19.3.01.01-0001-000,"Дроссель-клапан в обечайке с сектором управления из тонколистовой оцинкованной и сортовой стали, круглый, диаметр 280 мм",шт
459,Воздушный клапан для круглых каналов КВК-160Р Арктос,28.14.11.121.19.3.01.01-0001-000,"Дроссель-клапан в обечайке с сектором управления из тонколистовой оцинкованной и сортовой стали, круглый, диаметр 280 мм",шт
460,Воздушный клапан для круглых каналов КВК-200Р Арктос,28.14.11.121.19.3.01.01-0001-000,"Дроссель-клапан в обечайке с сектором управления из тонколистовой оцинкованной и сортовой стали, круглый, диаметр 280 мм",шт
461,Воздушный клапан для круглых каналов КВК-250Р Арктос,28.14.11.121.19.3.01.01-0001-000,"Дроссель-клапан в обечайке с сектором управления из тонколистовой оцинкованной и сортовой стали, круглый, диаметр 280 мм",шт
462,Дюбель К 6/35,22.23.19.000.01.7.15.07-0013-000,"Дюбели полипропиленовые тарельчатые кровельные, диаметр 50 мм, длина 150 мм",100 шт
463,дюбель-гвоздь 8х40,22.23.19.000.01.7.15.07-0022-000,"Дюбели полиэтиленовые распорные, диаметр 6 мм, длина 40 мм",1000 шт
464,Анкер стандартный L160x8,22.23.19.000.01.7.15.07-1010-000,"Дюбели фасадные полимерные с шурупом из нержавеющей стали с шестигранной головкой, диаметр 10 мм, длина 100 мм",100 шт
465,Дюбель фасадный  10 х 100 для Кронштейна,22.23.19.000.01.7.15.07-1010-000,"Дюбели фасадные полимерные с шурупом из нержавеющей стали с шестигранной головкой, диаметр 10 мм, длина 100 мм",100 шт
